Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""10000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.000.000 TL</strong>",27 Kasım 2024,150,250m²,4+1,4,3,Komple,4,,Yok,,1.000  TL  (aylık),Boş,Evet,,,Eşyasız,,Danışman,,,Tripleks,Izmir
"<strong content=""10500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.500.000 TL</strong>",27 Kasım 2024,290,291m²,4+1,3,3,Komple,0,Sıfır,Yok,,125  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""2250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.250.000 TL</strong>",27 Kasım 2024,,,,,,,,,,,,,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,,,,,Izmir
"<strong content=""8750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.750.000 TL</strong>",27 Kasım 2024,100,290m²,3+1,2,2,Komple,21-25 arası,Sıfır,Yok,,125  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",27 Kasım 2024,130,250m²,3+1,3,3,Müstakil,4,İkinci El,Yok,1  TL  (aylık),400  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyalı (Mobilyalı),Kat İrtifakı,Danışman,,,Tripleks,Izmir
"<strong content=""12000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.000.000 TL</strong>",27 Kasım 2024,180,300m²,4+1,4,2,,0,Sıfır,Kombi (Elektrikli),0  TL  (aylık),0  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""10000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.000.000 TL</strong>",27 Kasım 2024,150,290m²,6+1,3,3,Müstakil,6-10 arası,İkinci El,Yok,1  TL  (aylık),1  TL  (aylık),Boş,Evet,Arsa Tapulu,,Eşyalı (Mobilyalı),Arsa Tapulu,Danışman,,,Tripleks,Izmir
"<strong content=""8750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.750.000 TL</strong>",27 Kasım 2024,150,290m²,4+1,3,3,Komple,0,Sıfır,Yok,0  TL  (aylık),0  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""12000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.000.000 TL</strong>",27 Kasım 2024,150,290m²,5+1,3,3,Müstakil,0,Sıfır,Yok,1  TL  (aylık),750  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""18000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.000.000 TL</strong>",27 Kasım 2024,160,300m²,4+1,2,3,Komple,4,İkinci El,Klima,0  TL  (aylık),1.000  TL  (aylık),Mülk Sahibi,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""6450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.450.000 TL</strong>",27 Kasım 2024,90,250m²,3+1,1,2,Komple,26-30 arası,,Yok,1  TL  (aylık),900  TL  (aylık),Mülk Sahibi,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""5350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.350.000 TL</strong>",27 Kasım 2024,110,272m²,2+1,1,2,Komple,21-25 arası,İkinci El,Yok,0  TL  (aylık),500  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyalı (Mobilyalı),Kat İrtifakı,Danışman,,,Bahçe Katı,Izmir
"<strong content=""14250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.250.000 TL</strong>",27 Kasım 2024,150,291m²,4+1,3,,,0,Sıfır,Kalorifer (Kömür),,750  TL  (aylık),Boş,Evet,Müstakil Parsel,,Eşyasız,Müstakil Parsel,Danışman,,,Tripleks,Izmir
"<strong content=""495000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">495.000 TL</strong>",28 Kasım 2024,,,,,,,,,,,,,Hayır,Müstakil Parsel,,,Müstakil Parsel,,,185,,Izmir
"<strong content=""3000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.000.000 TL</strong>",29 Kasım 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",27 Kasım 2024,95,110m²,3+1,1,5,1,26-30 arası,İkinci El,Klima,18.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""1350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.350.000 TL</strong>",29 Kasım 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""6350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.350.000 TL</strong>",27 Kasım 2024,130,140m²,3+1,2,4,4,,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Dubleks,Izmir
"<strong content=""3800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.800.000 TL</strong>",27 Kasım 2024,85,95m²,2+1,1,4,3,26-30 arası,İkinci El,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Hayır,,,,,,,,Tek Kat,Izmir
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",26 Kasım 2024,280,400m²,5+1,2,4,,0,,Fancoil,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""3490000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.490.000 TL</strong>",26 Kasım 2024,120,130m²,3+1,2,4,3,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",26 Kasım 2024,160,180m²,4+1,2,3,,0,,Yerden Isıtma,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Tripleks,Izmir
"<strong content=""10500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.500.000 TL</strong>",26 Kasım 2024,160,180m²,4+1,2,3,Müstakil,0,,Yerden Isıtma,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,,,Eşyasız,,,,,,Izmir
"<strong content=""7250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.250.000 TL</strong>",26 Kasım 2024,105,115m²,3+1,1,9,Giriş Katı,6-10 arası,,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""9950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.950.000 TL</strong>",26 Kasım 2024,160,170m²,3+1,2,5,3,6-10 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",26 Kasım 2024,140,170m²,4+1,3,3,,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Tripleks,Izmir
"<strong content=""1800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.800.000 TL</strong>",26 Kasım 2024,60,75m²,1+1,1,3,Yüksek Giriş,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""3500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.500.000 TL</strong>",26 Kasım 2024,80,100m²,2+1,1,4,3,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",27 Kasım 2024,15,,,,,Yüksek Giriş,36-40 arası,,Klima,,50  TL  (aylık),Kiracılı,Evet,,,,,,,,,Izmir
"<strong content=""6000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.000.000 TL</strong>",26 Kasım 2024,75,90m²,2+1,2,20 ve üzeri,3,1,,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),2.300  TL  (aylık),Mülk Sahibi,Hayır,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""2575000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.575.000 TL</strong>",26 Kasım 2024,120,130m²,3+1,1,4,4,31-35 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Eşyasız,,,,,En Üst Kat,Izmir
"<strong content=""4200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.200.000 TL</strong>",27 Kasım 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Izmir
"<strong content=""2700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.700.000 TL</strong>",26 Kasım 2024,130,150m²,3+1,2,4,1,21-25 arası,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""2900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.900.000 TL</strong>",26 Kasım 2024,80,100m²,2+1,1,4,1,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""3200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.200.000 TL</strong>",26 Kasım 2024,120,145m²,3+1,2,5,3,21-25 arası,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""32000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">32.000.000 TL</strong>",27 Kasım 2024,,,,,,,,,,,,,Hayır,,,,,,1,369,,Izmir
"<strong content=""1500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.500.000 TL</strong>",28 Kasım 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""6350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.350.000 TL</strong>",26 Kasım 2024,135,145m²,3+1,2,4,,,,Kombi (Doğalgaz),,,,Hayır,,,,,,,,,Izmir
"<strong content=""150000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">150.000.000 TL</strong>",27 Kasım 2024,,,,,,,,,,,,,Hayır,,,,,,1,366,,Izmir
"<strong content=""2700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.700.000 TL</strong>",26 Kasım 2024,110,115m²,3+1,1,4,4,16-20 arası,,Yok,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,En Üst Kat,Izmir
"<strong content=""3490000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.490.000 TL</strong>",26 Kasım 2024,120,130m²,3+1,2,4,3,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""2450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.450.000 TL</strong>",26 Kasım 2024,80,95m²,2+1,1,4,Yüksek Giriş,4,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""3760000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.760.000 TL</strong>",26 Kasım 2024,130,145m²,3+1,1,4,4,26-30 arası,,,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Eşyasız,,,,,En Üst Kat,Izmir
"<strong content=""2650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.650.000 TL</strong>",26 Kasım 2024,125,135m²,3+1,1,5,1,31-35 arası,,,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""7800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.800.000 TL</strong>",26 Kasım 2024,100,240m²,3+1,2,2,Müstakil,0,,Yerden Isıtma,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""3300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.300.000 TL</strong>",26 Kasım 2024,130,145m²,3+1,1,6,3,26-30 arası,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""3050000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.050.000 TL</strong>",26 Kasım 2024,100,115m²,3+1,1,4,2,26-30 arası,,,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""9500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.500.000 TL</strong>",26 Kasım 2024,110,240m²,3+1,2,2,,0,,,0  TL  (aylık),0  TL  (aylık),Vacant,Yes,,,Unfurnished,,,,,,Izmir
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",26 Kasım 2024,110,125m²,3+1,1,4,2,11-15 arası,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",26 Kasım 2024,130,140m²,3+1,1,4,3,26-30 arası,,,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""2750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.750.000 TL</strong>",26 Kasım 2024,70,85m²,2+1,1,4,Yüksek Giriş,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""3000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.000.000 TL</strong>",26 Kasım 2024,100,115m²,3+1,1,7,Yüksek Giriş,26-30 arası,,,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""3300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.300.000 TL</strong>",26 Kasım 2024,90,110m²,3+1,1,4,4,31-35 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""3400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.400.000 TL</strong>",26 Kasım 2024,110,120m²,3+1,1,6,4,26-30 arası,,,0  TL  (aylık),150  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""3200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.200.000 TL</strong>",26 Kasım 2024,85,100m²,2+1,1,4,Yüksek Giriş,4,,,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""2200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.200.000 TL</strong>",26 Kasım 2024,110,120m²,3+1,1,6,2,31-35 arası,,,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""3650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.650.000 TL</strong>",26 Kasım 2024,120,130m²,3+1,1,6,4,31-35 arası,,,0  TL  (aylık),200  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""2850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.850.000 TL</strong>",26 Kasım 2024,90,95m²,2+1,1,4,2,16-20 arası,,,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""2600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.600.000 TL</strong>",26 Kasım 2024,100,117m²,2+1,1,4,4,11-15 arası,,,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,En Üst Kat,Izmir
"<strong content=""2750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.750.000 TL</strong>",26 Kasım 2024,70,75m²,2+1,1,4,Yüksek Giriş,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""2700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.700.000 TL</strong>",26 Kasım 2024,110,120m²,3+1,1,4,3,31-35 arası,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",26 Kasım 2024,,,,,,,,,,,,,Evet,,,,,,,,,Izmir
"<strong content=""3500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.500.000 TL</strong>",26 Kasım 2024,-,,,,,,,,Yok,0  TL  (aylık),0  TL  (aylık),,Evet,,,,,,,,,Izmir
"<strong content=""20000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">20.000.000 TL</strong>",26 Kasım 2024,258,330m²,3+1,2,4,Çatı Katı,6-10 arası,İkinci El,Yerden Isıtma,,500  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""4400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.400.000 TL</strong>",26 Kasım 2024,145,155m²,3+1,2,3,2,6-10 arası,,Kombi (Doğalgaz),25.000  TL  (aylık),,Kiracılı,Evet,,,Eşyasız,,Danışman,,,Ara Kat,Izmir
"<strong content=""3000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.000.000 TL</strong>",26 Kasım 2024,100,110m²,2+1,1,4,Yüksek Giriş,6-10 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""15500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.500.000 TL</strong>",26 Kasım 2024,150,500m²,3+1,2,2,Müstakil,0,Sıfır,Kombi (Elektrikli),0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""3900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.900.000 TL</strong>",26 Kasım 2024,125,135m²,3+1,2,4,1,6-10 arası,İkinci El,Merkezi Sistem,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,Ara Kat,Izmir
"<strong content=""3700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.700.000 TL</strong>",26 Kasım 2024,,,,,,,,,,,,,Evet,,,,,,7,103,,Izmir
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",26 Kasım 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,Danışman,44,103,,Izmir
"<strong content=""2150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.150.000 TL</strong>",26 Kasım 2024,52,70m²,1+1,1,7,2,6-10 arası,İkinci El,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,Ara Kat,Izmir
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",26 Kasım 2024,70,80m²,2+1,1,10-20 arası,7,11-15 arası,,,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Ara Kat,Izmir
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",26 Kasım 2024,115,120m²,3+1,1,3,3,31-35 arası,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,En Üst Kat,Izmir
"<strong content=""10750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.750.000 TL</strong>",26 Kasım 2024,140,160m²,4+1,3,2,Müstakil,0,,Yerden Isıtma,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""7750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.750.000 TL</strong>",26 Kasım 2024,120,150m²,3+1,2,3,Müstakil,0,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""2600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.600.000 TL</strong>",26 Kasım 2024,80,96m²,2+1,1,4,Yüksek Giriş,11-15 arası,,,0  TL  (aylık),50  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,,Izmir
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",25 Kasım 2024,90,95m²,2+1,1,5,,21-25 arası,,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,,Izmir
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",26 Kasım 2024,60,65m²,2+1,1,3,2,26-30 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyalı (Mobilyalı),,,,,Ara Kat,Izmir
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",26 Kasım 2024,60,80m²,1+1,1,4,2,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyalı (Mobilyalı),,,,,Ara Kat,Izmir
"<strong content=""1950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.950.000 TL</strong>",26 Kasım 2024,80,110m²,2+1,1,3,3,11-15 arası,,,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Eşyasız,,,,,En Üst Kat,Izmir
"<strong content=""1850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.850.000 TL</strong>",26 Kasım 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,8,103,,Izmir
"<strong content=""1800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.800.000 TL</strong>",26 Kasım 2024,60,65m²,1+1,1,3,Yüksek Giriş,26-30 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Eşyalı (Mobilyalı),,,,,,Izmir
"<strong content=""5450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.450.000 TL</strong>",26 Kasım 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""3990000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.990.000 TL</strong>",25 Kasım 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,Danışman,,,,Izmir
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",25 Kasım 2024,60,77m²,2+1,1,5,1,2,İkinci El,Kombi (Doğalgaz),35.000  TL  (aylık),300  TL  (aylık),Mülk Sahibi,Evet,Kat Mülkiyeti,,Sadece Mutfak,Kat Mülkiyeti,Danışman,,,Ara Kat,Izmir
"<strong content=""3575000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.575.000 TL</strong>",25 Kasım 2024,115,120m²,2+1,1,4,2,5,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""3900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.900.000 TL</strong>",25 Kasım 2024,80,85m²,2+1,1,4,2,,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",25 Kasım 2024,160,175m²,4+1,2,4,4,,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",25 Kasım 2024,75,85m²,2+1,2,4,4,,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",25 Kasım 2024,120,130m²,3+1,2,4,1,,,Kombi (Doğalgaz),,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",27 Kasım 2024,,,,,,,,,,,,,Evet,,,,,,,,,Izmir
"<strong content=""2495000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.495.000 TL</strong>",25 Kasım 2024,120,130m²,3+1,1,8,4,21-25 arası,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""25000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">25.000.000 TL</strong>",25 Kasım 2024,294,587m²,5+2,2,2,,40 ve üzeri,İkinci El,Kombi (Doğalgaz),,,Kiracılı,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,Dubleks,Izmir
"<strong content=""10250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.250.000 TL</strong>",25 Kasım 2024,130,135m²,3+1,2,3,3,6-10 arası,,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,Danışman,10,318,En Üst Kat,Izmir
"<strong content=""1850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.850.000 TL</strong>",25 Kasım 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,,,,,Izmir
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",25 Kasım 2024,,,,,3,,,İkinci El,,,,,Evet,,,,,Danışman,,,,Izmir
"<strong content=""7750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.750.000 TL</strong>",26 Kasım 2024,,,,,,,,,,,,,Evet,,,,,,,,,Izmir
"<strong content=""1850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.850.000 TL</strong>",25 Kasım 2024,45,50m²,1+1,1,4,2,0,Sıfır,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
